,review,Aspect,preds
7522,"The online support is no help either and the so far today, Tuesday, support telephone is only voice mail",voice, support telephone is only voice 
7523,"The voice prompts come at the (at least for me) wrong moments, the used arrows are unclear (often it seems to be pointing forward and left/right at the same time)",voice, voice prompts come at the (at least 
7524,"It's slimmer, the map displays are more versatile and sophisticated, vocal directions are louder, it has Bluetooth, it's more responsive to voice command, and you don't need a button to activate voice command",voice, don't need a button 
7525,Similarly both the male and female voices are easy to understand with clear pronounciations,voice, voices are easy to understand 
7526,"""  I found her digital voice otherwise pleasant enough",voice, I found her digital voice otherwise pleasant 
7527,"By upgrading the software I was able to add different ""language"" options so for English that meant adding male and female voices with American, British, and Australian accents",voice," software I was able to add different ""language"" options "
7528,"While driving, the person you are conversing with sounds garbled, the speaker isn't loud enough, and the voice of the person you're talking to reverberates back through the microphone and they hear an echo / feedback",voice, voice of the person you're talking to reverberates back 
7529,The nice thing about using the StreetAtlas is that it has EXCELLENT voice navigation ability but you have to bring your laptop along which is kind of a drag,voice, voice navigation ability 
7530,"When using voice navigation to search for a place, there is NO option to search near the current route, near destination, near a different city",voice, NO option to search 
7531,So this is really a turn off as I have to now use the manual search instead of the using the voice navigation,voice, have to now use the manual search 
7532,"I've only fussed with it for a day, but it's not obvious to me what the advantages are over my older unit other than voice commands",voice, voice commands
7533,On the positive side the voice recognition seems to work well,voice, voice recognition seems to work 
7534,"The number of things you can control with voice commands; however, is somewhat limited",voice," voice commands; however, is somewhat limited "
7535,"All in all, unless you want the voice recognition feature (which, with practice, is probably nice) I say get one of the older cheaper models",voice, voice recognition feature 
7536,Never did figure out the voice command for finding destinations in other cities,voice, never did figure out the voice  
7537,"The voice is an irritating ""woman's"" voice that sounds suspiciously like a former mother in law of mine",voice," voice is an irritating ""woman's"" voice "
7538,It insists on taking the longest route possible and the mother-in-law voice has a certain grating quality that is very nasty sounding,voice, voice has a certain grating quality 
7539,"When I have insisted on driving what I know to be the shorter route several times the voice says ""recalculating"" with a very impatient, almost grating sound to it as though it it somehow angry that I am not obeying its directives",voice," voice says ""recalculating"" "
